,movieId,TITLE,TMDB_SCORE,IMDB_SCORE,TOTAL_RATINGS,FEATURED CREW,TOP BILLED CAST,ORIGINAL LANGUAGE,RUN TIME,GENRE,BUDGET,REVENUE
7115,65216,Defiance,67,7.2,"124,228","[(Edward Zwick, 9181, Director, Writer), (Clayton Frohman, 448206, Writer)]","[(Daniel Craig, 8784, Tuvia Bielski), (Liev Schreiber, 23626, Zus Bielski), (Jamie Bell, 478, Asael Bielski), (Alexa Davalos, 28109, Lilka Ticktin), (Allan Corduner, 78018, Shimon Haretz)]",English,2h17m,"[Action, Drama, History, War]","$32,000,000.00 ","$51,155,219.00 "
7116,65230,Marley & Me,69,7.1,"126,865","[(David Frankel, 5065, Director), (Don Roos, 57579, Screenplay), (Scott Frank, 2199, Screenplay)]","[(Owen Wilson, 887, John Grogan), (Jennifer Aniston, 4491, Jennifer Grogan), (Eric Dane, 58115, Sebastian Tunney), (Kathleen Turner, 3391, Ms. Kornblut), (Alan Arkin, 1903, Arnie Klein)]",English,1h55m,"[Comedy, Family]","$60,000,000.00 ","$242,717,113.00 "
7117,65259,Involuntary,69,7.1,"3,837","[(Ruben Ã–stlund, 56370, Director, Screenplay), (Erik Hemmendorff, 932556, Screenplay)]","[(Villmar BjÃ¶rkman, 115918, Villmar), (Linnea Cart-Lamy, 76894, Linnea), (Leif Edlund, 115919, Leif), (Sara Eriksson, 115920, Sara), (Lola Ewerlund, 115921, Lola)]",Swedish,1h38m,"[Comedy, Drama]",-,-
7118,65261,Ponyo,75,7.7,"95,888","[(Hayao Miyazaki, 608, Director, Writer)]","[(Yuria Nara, 78346, Ponyo (voice)), (Hiroki Doi, 78347, Sosuke (voice)), (George Tokoro, 78348, Fujimoto (voice)), (Tomoko Yamaguchi, 78349, Lisa (voice)), (Yuki Amami, 78350, Grandmammare (voice))]",Japanese,1h40m,"[Animation, Family]","$41,677,699.00 ","$187,479,518.00 "
7119,65310,Poultrygeist: Night of the Chicken Dead,59,6.2,"6,599","[(Lloyd Kaufman, 78021, Director, Writer), (Daniel Bova, 84273, Writer), (Gabriel Friedman, 84271, Writer)]","[(Jason Yachanin, 81577, Arbie), (Kate Graham, 81578, Wendy), (Allyson Sereboff, 81579, Micki), (Robin L. Watkins, 84274, General Lee Roy), (Joshua Olatunde, 84275, Denny)]",English,1h43m,"[Horror, Comedy]","$500,000 ","$23,000,"
7120,65418,Wendy and Lucy,64,7.1,"13,516","[(Jonathan Raymond, 225557, Screenplay, Story), (Kelly Reichardt, 56383, Director, Screenplay)]","[(Michelle Williams, 1812, Wendy), (Will Patton, 883, Mechanic), (Will Oldham, 77080, Icky), (John Robinson, 19197, Andy)]",English,1h20m,[Drama],"$200,000.00 ","$856,942,"
7121,65465,Last Chance Harvey,61,6.7,"18,851","[(Joel Hopkins, 81256, Author, Director)]","[(Dustin Hoffman, 4483, Harvey Shine), (Emma Thompson, 7056, Kate Walker), (Eileen Atkins, 20300, Maggie Walker), (Kathy Baker, 1907, Jean), (Liane Balaban, 54817, Susan Shine Wright)]",English,1h32m,"[Drama, Comedy, Romance]",-,"$14,879,423.00 "
7122,65514,Ip Man,75,8.1,"186,021","[(Edmond Wong, 77703, Screenplay), (Wilson Yip, 63571, Director)]","[(Donnie Yen, 1341, Ip Man), (Simon Yam, 20519, Chow Ching-Chuen), (Lynn Hung, 117760, Cheung Wing-Sing), (Hiroyuki Ikeuchi, 234641, Miura), (Gordon Lam Ka-Tung, 83820, Captain Lei Chiu)]",Cantonese,1h48m,"[Drama, Action, History]","$11,715,578.00 ","$21,888,598.00 "
7123,65552,Replicant,50,5.4,"12,060","[(Lawrence Riggins, 65791, Author), (Ringo Lam, 26767, Director), (Les Weldon, 17207, Author)]","[(Michael Rooker, 12132, Jake), (Jean-Claude Van Damme, 15111, Replicant / Garrotte), (Ian Robison, 61546, Reisman), (Catherine Dent, 65797, Angie), (Paul McGillion, 26069, Captain)]",English,1h40m,"[Action, Adventure, Science Fiction, Thriller]","$17,000,000.00 ",-
7124,65567,Passengers,58,5.9,"30,040","[(Rodrigo GarcÃ_a, 77162, Director)]","[(Anne Hathaway, 1813, Claire Summers), (Patrick Wilson, 17178, Eric), (Andre Braugher, 6861, Perry), (Dianne Wiest, 1902, Toni), (David Morse, 52, Arkin)]",English,1h33m,"[Drama, Mystery, Thriller, Romance]","$25,000,000.00 ","$2,000,000.00 "
7125,65577,The Tale of Despereaux,58,6.1,"32,663","[(Arshad Baig, 1769899, Story), (Len Morganti, 1629540, Story), (Gary Dunn, 1554432, Story), (Gabriele Zucchelli, 1453612, Story), (Darren Vandenburg, 1769900, Story), (Dean Roberts, 1453606, Story), (Brendan Houghton, 1451298, Story), (Tim Watts, 1198798, Story), (Chris Butler, 154705, Story), (Sam Fell, 58897, Director), (Sharon Smith, 1453607, Story), (Robert Stevenhagen, 64152, Director), (Gary Ross, 23964, Screenplay)]","[(Matthew Broderick, 4756, Despereaux (voice)), (Dustin Hoffman, 4483, Roscuro (voice)), (Emma Watson, 10990, Princess Pea (voice)), (Tracey Ullman, 30364, Miggery Sow (voice)), (Kevin Kline, 8945, Chef Andre (voice))]",English,1h33m,"[Adventure, Animation, Family]","$60,000,000.00 ","$50,877,145.00 "
7126,65585,Bride Wars,59,5.5,"87,168","[(Casey Wilson, 83872, Screenplay), (June Diane Raphael, 83873, Screenplay), (Greg DePaul, 67376, Screenplay), (Gary Winick, 17046, Director)]","[(Anne Hathaway, 1813, Emma), (Kate Hudson, 11661, Liv), (Bryan Greenberg, 23821, Nate), (Chris Pratt, 73457, Fletcher), (Steve Howey, 81388, Daniel)]",English,1h29m,[Comedy],"$30,000,000.00 ","$114,663,461.00 "
7127,65601,My Bloody Valentine,53,5.5,"48,179","[(Zane Smith, 966099, Screenplay), (Todd Farmer, 61117, Screenplay), (Patrick Lussier, 27226, Director)]","[(Jensen Ackles, 49624, Tom Hanniger), (Jaime King, 5915, Sarah Palmer), (Kerr Smith, 43442, Axel Palmer), (Betsy Rue, 76886, Irene), (Edi Gathegi, 39391, Deputy Martin)]",English,1h41m,"[Mystery, Horror]","$15,000,000.00 ","$100,734,718.00 "
7128,65638,Aspen,0,6.5,42,"[(Frederick Wiseman, 138006, Director)]","[(John Denver, 90802, himself), (Ed Bradley, 199656, himself)]",English,2h26m,[Documentary],-,-
7129,65642,Timecrimes,70,7.2,"47,375","[(Nacho Vigalondo, 118303, Director, Writer)]","[(Karra Elejalde, 24977, HÃ©ctor), (Candela FernÃ¡ndez, 125286, Clara), (BÃ¡rbara Goenaga, 125287, La chica del bosque), (Nacho Vigalondo, 118303, El Joven), (Juan Inciarte, 1061778, HÃ©ctor Ocasional (as Ion Inciarte))]",Spanish,1h32m,"[Science Fiction, Thriller]","$2,600,000.00 ","$553,198.00 "
7130,65665,Hamlet,0,6.1,204,"[(Eric Simonson, 203953, Director), (Campbell Scott, 55152, Director), (William Shakespeare, 6210, Author)]","[(Campbell Scott, 55152, Hamlet), (Blair Brown, 7571, Gertrude), (Roscoe Lee Browne, 24368, Polonius), (Lisa Gay Hamilton, 64908, Ophelia), (Jamey Sheridan, 2977, Claudius)]",English,2h58m,[Drama],-,-
7131,65682,Underworld: Rise of the Lycans,63,6.6,"133,755","[(Danny McBride, 1248221, Characters, Screenplay), (Patrick Tatopoulos, 3964, Director), (Kevin Grevioux, 3952, Characters), (Len Wiseman, 3950, Characters)]","[(Bill Nighy, 2440, Viktor), (Michael Sheen, 3968, Lucian), (Rhona Mitra, 25702, Sonja), (Shane Brolly, 3969, Kraven), (Steven Mackintosh, 978, Andreas Tanis)]",English,1h32m,"[Fantasy, Action, Adventure, Science Fiction, Thriller]","$35,000,000.00 ","$91,353,501.00 "
7132,65685,Inkheart,60,6.1,"64,987","[(David Lindsay-Abaire, 23766, Screenplay), (Cornelia Funke, 23765, Novel), (Iain Softley, 1978, Director)]","[(Brendan Fraser, 18269, Mo 'Silvertongue' Folchart), (Sienna Guillory, 7055, Resa), (Andy Serkis, 1333, Capricorn), (Eliza Bennett, 23775, Meggie Folchart), (Paul Bettany, 6162, Dustfinger)]",English,1h46m,"[Adventure, Family, Fantasy]","$60,000,000.00 ","$57,490,374.00 "
7133,65802,Paul Blart: Mall Cop,52,5.2,"89,961","[(Nick Bakay, 78435, Screenplay), (Steve Carr, 52112, Director), (Kevin James, 32895, Screenplay)]","[(Kevin James, 32895, Paul Blart), (Keir O'Donnell, 39213, Veck Sims), (Jayma Mays, 34195, Amy), (Raini Rodriguez, 78436, Maya Blart), (Shirley Knight, 28778, Mom)]",English,1h31m,"[Action, Adventure, Comedy, Family]","$26,000,000.00 ","$183,293,131.00 "
7134,65982,Outlander,61,6.3,"66,550","[(Howard McCain, 65525, Author, Director), (Dirk Blackman, 77272, Author)]","[(Jim Caviezel, 8767, Kainan), (Sophia Myles, 3971, Freya), (Jack Huston, 54738, Wulfric), (Ron Perlman, 2372, Gunnar), (John Hurt, 5049, Rothgar)]",English,1h55m,"[Fantasy, Action, Science Fiction]","$50,000,000.00 ","$7,033,683.00 "
7135,66019,The Great Ecstasy of Woodcarver Steiner,75,7.8,"1,804","[(Werner Herzog, 6818, Director, Screenplay)]","[(Werner Herzog, 6818, himself), (Walter Steiner, 1442752, himself)]",German,0h45m,[Documentary],"$22,500.00 ",-
7136,66066,The Grudge 3,53,4.7,"14,300","[(Brad Keene, 74648, Writer), (Toby Wilkins, 82939, Director)]","[(Johanna Braddy, 95038, Lisa), (Gil McKinney, 117522, Max), (Emi Ikehata, 117523, Naoko), (Jadie-Rose Hobson, 117524, Rose), (Beau Mirchoff, 117525, Andy)]",English,1h30m,"[Mystery, Horror, Thriller]","$5,000,000.00 ","$38,610,009.00 "
7137,66090,Eden Lake,67,6.8,"64,264","[(James Watkins, 63306, Director, Writer)]","[(Kelly Reilly, 17521, Jenny), (Michael Fassbender, 17288, Steve), (Tara Ellis, 85064, Abi), (Jack O'Connell, 85065, Brett), (Finn Atkins, 85066, Paige)]",English,1h31m,"[Horror, Thriller]",-,"$3,983,997.00 "
7138,66097,Coraline,73,7.7,"163,822","[(Henry Selick, 57646, Director, Screenplay), (Neil Gaiman, 23446, Screenplay)]","[(Dakota Fanning, 501, Coraline Jones (voice)), (Teri Hatcher, 10742, Mother / Other Mother (voice)), (Jennifer Saunders, 12094, Miss Spink (voice)), (Dawn French, 5539, Miss Forcible (voice)), (Keith David, 65827, Cat (voice))]",English,1h40m,"[Animation, Family]","$60,000,000.00 ","$124,596,398.00 "
7139,66130,Chocolate,69,7,"15,884","[(Napalee, 127445, Screenplay), (Chookiat Sakveerakul, 81034, Screenplay), (Prachya Pinkaew, 57214, Director)]","[(JeeJa Yanin, 135347, Zen), (Hiroshi Abe, 66155, Misashi), (Ammara Siripong, 77668, Zin), (Pongpat Wachirabunjong, 127841, No. 8), (Taphon Phopwandee, 1044537, Mang Moom)]",Thai,1h50m,"[Action, Comedy, Crime]",-,"$13,925,"
7140,66171,Push,59,6.1,"95,924","[(David Bourla, 74527, Writer), (Paul McGuigan, 2291, Director)]","[(Dakota Fanning, 501, Cassie Holmes), (Camilla Belle, 38670, Alyssa English), (Chris Evans, 16828, Nick Gant), (Djimon Hounsou, 938, Agent Henry Carver), (Maggie Siff, 74537, Teresa Stowe)]",English,1h51m,"[Science Fiction, Action]","$38,000,000.00 ","$45,465,299.00 "
7141,66198,The International,60,6.5,"83,498","[(Eric Warren Singer, 1279644, Writer), (Tom Tykwer, 1071, Director)]","[(Clive Owen, 2296, Louis Salinger), (Naomi Watts, 3489, Eleanor Whitman), (Armin Mueller-Stahl, 12647, Wilhelm Wexler), (Ulrich Thomsen, 4455, Jonas Skarssen), (BrÃ_an F. O'Byrne, 31713, The Consultant)]",English,1h58m,"[Drama, Thriller, Crime]","$50,000,000.00 ","$60,161,391.00 "
7142,66200,Two Lovers,66,7.1,"31,814","[(James Gray, 20561, Director, Screenplay), (Ric Menello, 1133010, Writer)]","[(Joaquin Phoenix, 73421, Leonard), (Gwyneth Paltrow, 12052, Michelle), (Isabella Rossellini, 6588, Ruth), (Vinessa Shaw, 5025, Sandra), (Moni Moshonov, 562949, Reuben Kraditor)]",English,1h50m,"[Drama, Romance]","$12,000,000.00 ","$3,148,182.00 "
7143,66203,He's Just Not That Into You,62,6.4,"141,069","[(Greg Behrendt, 109365, Writer), (Marc Silverstein, 69125, Writer), (Abby Kohn, 69124, Writer), (Ken Kwapis, 29009, Director)]","[(Ben Affleck, 880, Neil), (Jennifer Aniston, 4491, Beth Murphy), (Drew Barrymore, 69597, Mary Harris), (Jennifer Connelly, 6161, Janine Gunders), (Kevin Connolly, 16666, Conor Barry)]",English,2h9m,"[Comedy, Romance, Drama]","$40,000,000.00 ","$177,259,441.00 "
7144,66246,Uuno Turhapuro,63,6.1,815,"[(Spede Pasanen, 116158, Writer), (Ere Kokkonen, 116155, Director)]","[(Vesa-Matti Loiri, 116157, Uuno Turhapuro), (Marjatta Raita, 116159, Elisabeth Turhapuro), (Spede Pasanen, 116158, HÃ_rski Hartikainen), (Spede Pasanen, 116158, Lettunen), (Juhani Kumpulainen, 147773, Kotkala-HammaslÃ_rvÃ_nen)]",Finnish,1h27m,[Comedy],-,-
7145,66297,Futurama: Into the Wild Green Yonder,72,7.3,"15,533","[(Peter Avanzino, 74052, Director)]","[(Billy West, 23679, Philip J. Fry / Dr. Zoidberg / Prof. Hubert J. Farnsworth (voice)), (Katey Sagal, 18980, Turanga Leela (voice)), (John DiMaggio, 31531, Bender (voice)), (Lauren Tom, 15100, Amy Wong (voice)), (Phil LaMarr, 31549, Hermes Conrad (voice))]",English,1h30m,"[Animation, Comedy]",-,-
7146,66310,Frontier(s),60,6.3,"21,910","[(Xavier Gens, 18184, Author, Director)]","[(Karina Testa, 82314, Yasmine), (AurÃ©lien Wiik, 25342, Alex), (Patrick Ligardes, 35970, Karl), (David Saracino, 48409, Tom), (Maud Forget, 82317, Eva)]",English,1h48m,"[Drama, Horror, Action, Thriller]","$3,000,000.00 ",-
7147,66317,Comet in Moominland,71,7.7,"1,581","[(Akira Miyazaki, 293744, Writer), (Hiroshi SaitÃ´, 218873, Director)]","[(Minami Takayama, 68470, Moomin), (Mika Kanai, 129815, Snork Maiden), (Akio Ohtsuka, 40451, Momminpappa), (Ikuko Tani, 571503, Moominmamma), (Rei Sakuma, 218144, Little My)]",Japanese,1h10m,"[Animation, Comedy, Fantasy]",-,-
7148,66335,Afro Samurai: Resurrection,68,7.3,"7,208","[(Fuminori Kizaki, 77177, Director)]","[(Samuel L. Jackson, 2231, Afro Samurai / Ninja Ninja), (Lucy Liu, 140, Sio), (Mark Hamill, 2, Bin), (Grey Griffin, 15761, Tomoe / Ogin), (Zachary Gordon, 89819, Kotaro)]",English,1h31m,[Animation],-,-
7149,66371,Departures,77,8.1,"41,773","[(KundÃ´ Koyama, 80862, Screenplay), (Yojiro Takita, 76936, Director)]","[(Masahiro Motoki, 80863, Daigo Kobayashi), (Ryoko Hirosue, 21658, Mika Kobayashi), (Tsutomu Yamazaki, 70626, Ikuei Sasaki), (Kazuko Yoshiyuki, 36074, Tsuyako Yamashita), (Kimiko Yo, 80864, Yuriko Kamimura)]",Japanese,2h10m,[Drama],-,"$69,932,387.00 "
7150,66427,My Name Is Bruce,59,6.3,"22,169","[(Mark Verheiden, 20249, Screenplay), (Bruce Campbell, 11357, Director)]","[(Bruce Campbell, 11357, Bruce Campbell), (Grace Thorsen, 112543, Kelly Graham), (Ted Raimi, 11769, Wing), (Adam Boyd, 20250, Tiny), (Mike Estes, 20251, Fan)]",English,1h26m,"[Comedy, Horror]","$1,500,000.00 ","$173,066.00 "
7151,66509,Funny People,57,6.3,"104,765","[(Judd Apatow, 41039, Director, Writer)]","[(Adam Sandler, 19292, George Simmons), (Seth Rogen, 19274, Ira Wright), (Leslie Mann, 41087, Laura), (Eric Bana, 8783, Clarke), (Jonah Hill, 21007, Leo Koenig)]",English,2h26m,"[Comedy, Drama]","$75,000,000.00 ","$61,458,982.00 "
7152,66544,Nuremberg,78,7.4,"4,832","[(Yves Simoneau, 74566, Director), (David W. Rintels, 58083, Screenplay)]","[(Alec Baldwin, 7447, Supreme Court Justice Robert H. Jackson), (Brian Cox, 1248, Hermann GÃ¶ring), (Christopher Plummer, 290, Sir David Maxwell Fyfe), (Jill Hennessy, 50877, Elsie Douglas), (Matt Craven, 13525, Gustave Gilbert)]",English,3h0m,"[TV Movie, Drama]","$24,000,000.00 ",-
7153,66596,Mystery Team,64,6.8,"7,986","[(Dan Eckman, 120572, Director, Story), (Dominic Dierkes, 119591, Screenplay, Story), (D.C. Pierson, 119590, Screenplay, Story), (Donald Glover, 119589, Screenplay, Story), (Meggie McFadden, 120573, Story)]","[(Donald Glover, 119589, Jason Rogers), (Aubrey Plaza, 119592, Kelly Peters), (Dominic Dierkes, 119591, Charlie Day), (D.C. Pierson, 119590, Duncan Wheeler), (Matt Walsh, 59841, Jim)]",English,1h37m,"[Comedy, Thriller, Mystery]",-,"$77,126,"
7154,66659,Madea Goes to Jail,63,4.3,"10,205","[(Tyler Perry, 80602, Director, Writer)]","[(Tyler Perry, 80602, Madea / Joe / Brian), (Derek Luke, 15543, Joshua Hardaway), (Keshia Knight Pulliam, 84206, Candace ""Candy"" Washington), (Whoopi Goldberg, 2395, Whoopi), (Ion Overman, 84208, Linda Davis)]",English,1h43m,"[Comedy, Crime, Drama]",-,"$90,508,336.00 "
7155,66665,Away We Go,67,7.1,"47,835","[(Vendela Vida, 84415, Writer), (Dave Eggers, 84414, Writer), (Sam Mendes, 39, Director)]","[(John Krasinski, 17697, Burt Farlander), (Maya Rudolph, 52792, Verona De Tessant), (Carmen Ejogo, 37158, Grace De Tessant), (Catherine O'Hara, 11514, Gloria Farlander), (Jeff Daniels, 8447, Jerry Farlander)]",English,1h38m,"[Comedy, Drama, Romance]","$17,000,000.00 ","$14,899,417.00 "
7156,66686,The Unsuspected,55,7.2,"1,819","[(Charlotte Armstrong, 35876, Novel), (Ranald MacDougall, 31843, Screenplay), (Michael Curtiz, 4109, Director)]","[(Joan Caulfield, 94097, Matilda Frazier), (Claude Rains, 4113, Victor Grandison), (Audrey Totter, 19413, Althea Keane), (Constance Bennett, 89731, Jane Moynihan), (Hurd Hatfield, 80620, Oliver Keane)]",English,1h43m,"[Drama, Mystery, Thriller]",-,-
7157,66744,Il Divo,76,7.3,"13,059","[(Paolo Sorrentino, 56194, Director, Writer)]","[(Toni Servillo, 72782, Giulio Andreotti), (Anna Bonaiuto, 225301, Livia Danese), (Giulio Bosetti, 543560, Eugenio Scalfari), (Flavio Bucci, 24608, Franco Evangelisti), (Carlo Buccirosso, 120638, Paolo Cirino Pomicino)]",Italian,1h50m,[Drama],"$7,275,000.00 ","$11,260,366.00 "
7158,66785,"The Good, The Bad, The Weird",71,7.3,"28,659","[(Kim Jee-woon, 543568, Director, Screenplay), (Kim Min-suk, 84715, Screenplay)]","[(Song Kang-ho, 20738, Yoon Tae-goo, the Weird), (Lee Byung-hun, 25002, Park Chang-yi, the Bad), (Jung Woo-sung, 17120, Park Do-won, the Good), (Yoon Je-moon, 141541, Byung-choon), (Song Young-chang, 88298, Kim Pan-joo)]",Korean,2h10m,"[Action, Adventure, Comedy, Western]","$10,000,000.00 ","$128,486,"
7159,66798,The Pink Panther 2,55,5.6,"36,229","[(Michael H. Weber, 77951, Screenplay, Story), (Scott Neustadter, 77950, Screenplay, Story), (Harald Zwart, 21981, Director), (Steve Martin, 67773, Screenplay), (Maurice Richlin, 14255, Characters), (Blake Edwards, 1927, Characters)]","[(Steve Martin, 67773, Inspecteur Jacques Clouseau), (Jean Reno, 1003, Ponton), (Emily Mortimer, 1246, Nicole), (Andy GarcÃ_a, 1271, Vicenzo), (Alfred Molina, 658, Pepperidge)]",English,1h32m,"[Comedy, Mystery]","$70,000,000 ","$75,871,032.00 "
7160,66808,Far Cry,31,3.1,"11,911","[(Peter Scheerer, 40607, Screenplay), (Michael Roesch, 40610, Screenplay), (Uwe Boll, 23799, Director)]","[(Til Schweiger, 1844, Jack Carver), (Emmanuelle Vaugier, 2684, Valerie Constantin), (Udo Kier, 1646, Dr. Krieger), (Natalia Avelon, 16807, Katia Chernov), (Don S. Davis, 15863, General Roderick)]",English,1h35m,"[Action, Science Fiction, Thriller]","$30,000,000.00 ",-
7161,66915,Rock-A-Doodle,53,6,"6,807","[(Don Bluth, 40345, Director, Story), (Gary Goldman, 12881, Director), (David N. Weiss, 12085, Screenplay)]","[(Glen Campbell, 86110, Chanticleer / The King (voice)), (Eddie Deezen, 42362, Snipes (voice)), (Toby Scott Ganger, 86111, Edmond), (Kathryn Holcomb, 1815277, Dory - Mother), (Christopher Plummer, 290, Grand Duke (voice))]",English,1h17m,"[Comedy, Family, Animation, Fantasy, Music]","$18,000,000.00 ","$11,657,385.00 "
7162,66934,Dr. Horrible's Sing-Along Blog,77,8.6,"37,593","[(Joss Whedon, 12891, Director, Screenplay)]","[(Neil Patrick Harris, 41686, Billy), (Nathan Fillion, 51797, Captain Hammer), (Felicia Day, 76527, Penny), (Simon Helberg, 53863, Moist), (Nick Towne, 76531, Bad Horse Chorus #1)]",English,0h42m,"[Adventure, Action, Comedy, Science Fiction, Music]","$200,000.00 ",$3.00 
7163,67087,"I Love You, Man",65,7,"176,329","[(Larry Levin, 31026, Screenplay, Story), (John Hamburg, 17871, Director, Screenplay)]","[(Paul Rudd, 22226, Peter Klaven), (Jason Segel, 41088, Sydney Fife), (Rashida Jones, 80591, Zooey Rice), (Andy Samberg, 62861, Robbie Klaven), (J.K. Simmons, 18999, Oswald Klaven)]",English,1h45m,[Comedy],"$41,000,000.00 ","$91,636,986.00 "
7164,67193,Duplicity,58,6.2,"43,369","[(Tony Gilroy, 19242, Director, Writer)]","[(Clive Owen, 2296, Ray Koval), (Julia Roberts, 1204, Claire Stenwick), (Paul Giamatti, 13242, Richard Garsik), (Tom Wilkinson, 207, Howard Tully), (Lisa Roberts Gillan, 15109, Tully's Assistant)]",English,2h5m,"[Romance, Comedy, Crime]","$78,146,652.00 ","$60,000,000.00 "
7165,67197,Knowing,59,6.2,"198,360","[(Ryne Douglas Pearson, 56052, Screenplay, Story), (Juliet Snowden, 84961, Screenplay), (Stiles White, 84962, Screenplay), (Alex Proyas, 21085, Director)]","[(Nicolas Cage, 2963, John Koestler), (Rose Byrne, 9827, Diana Wayland), (Chandler Canterbury, 77334, Caleb Koestler), (Ben Mendelsohn, 77335, Phil Bergman), (Nadia Townsend, 77336, Grace Koestler)]",English,2h1m,"[Action, Adventure, Drama, Mystery, Science Fiction, Thriller]","$50,000,000.00 ","$155,446,362.00 "
7166,67252,Ong Bak 2,59,6.2,"26,384","[(Panna Rittikrai, 57274, Director, Writer), (Tony Jaa, 57207, Director, Writer)]","[(Tony Jaa, 57207, Tien), (Sarunyu Wongkrachang, 81039, Rajasena Lord), (Sorapong Chatree, 49609, Chernang), (Primorata Dejudom, 149861, Pim)]",Thai,1h38m,"[Adventure, Action, Thriller]","$8,500,000.00 ","$8,936,663.00 "
7167,67255,The Girl with the Dragon Tattoo,74,7.8,"186,579","[(Nikolaj Arcel, 74752, Screenplay), (Stieg Larsson, 73799, Novel), (Rasmus Heisterberg, 74758, Screenplay), (Niels Arden Oplev, 19346, Director)]","[(Michael Nyqvist, 6283, Mikael Blomkvist), (Noomi Rapace, 87722, Lisbeth Salander), (Lena Endre, 79196, Erika Berger), (Sven-Bertil Taube, 87723, Henrik Vanger), (Peter Andersson, 21193, Nils Bjurman)]",Swedish,2h32m,"[Drama, Thriller, Crime, Mystery]","$13,000,000.00 ","$109,421,911.00 "
7168,67267,Sunshine Cleaning,65,6.9,"63,919","[(Christine Jeffs, 74152, Director), (Megan Holley, 74153, Author)]","[(Amy Adams, 9273, Rose Lorkowski), (Emily Blunt, 5081, Norah Lorkowski), (Alan Arkin, 1903, Joe Lorkowski), (Jason Spevack, 74151, Oscar Lorkowski), (Steve Zahn, 18324, Mac)]",English,1h42m,"[Comedy, Drama]","$5,000,000.00 ","$16,174,377.00 "
7169,67295,Kung Fu Panda: Secrets of the Furious Five,65,7.2,"6,196","[(Paul McEvoy, 590928, Screenplay), (Todd Berger, 135795, Screenplay), (Raman Hui, 12099, Director)]","[(Jack Black, 70851, Po (voice)), (Dustin Hoffman, 4483, Shifu (voice)), (David Cross, 212, Crane (voice)), (Randall Duk Kim, 9462, Oogway (voice)), (Elizabeth Ann Bennett, 139048, Ant / Bunny (voice))]",English,0h25m,"[Animation, Comedy, Family]",-,-
7170,67361,Echelon Conspiracy,54,5.8,"17,636","[(Michael Nitsberg, 1015620, Screenplay, Story), (Greg Marcks, 57125, Director), (Kevin Elders, 20951, Screenplay)]","[(Shane West, 81295, Max Peterson), (Edward Burns, 12833, John Reed), (Ving Rhames, 10182, Agent Dave Grant), (Martin Sheen, 8349, Raymond Burke), (Steven Elder, 80371, Charles)]",English,1h45m,"[Action, Crime, Mystery]",-,"$2,186,782.00 "
7171,67408,Monsters vs Aliens,60,6.5,"125,192","[(Rob Letterman, 65630, Director, Screenplay), (Maya Forbes, 67360, Screenplay), (Jonathan Aibel, 57744, Screenplay), (Glenn Berger, 57743, Screenplay), (Wallace Wolodarsky, 486, Screenplay), (Conrad Vernon, 12080, Director)]","[(Seth Rogen, 19274, B.O.B. (voice)), (Reese Witherspoon, 368, Susan Murphy / Ginormica (voice)), (Hugh Laurie, 41419, Dr. Cockroach Ph.D. (voice)), (Paul Rudd, 22226, Derek Dietl (voice)), (Kiefer Sutherland, 2628, General W.R. Monger (voice))]",English,1h34m,"[Animation, Family, Adventure, Science Fiction]","$175,000,000.00 ","$381,509,870.00 "
7172,67429,Sita Sings the Blues,69,7.7,"3,809","[(Nina Paley, 86523, Director, Writer)]","[(Reena Shah, 115232, Sita), (Debargo Sanyal, 115233, Rama), (Annette Hanshaw, 1285400, Sita (singing)), (Aseem Chhabra, 1285401, Narrator), (Bhavana Nagulapally, 1285402, Narrator)]",English,1h22m,"[Animation, Drama, Music, Romance]",-,-
7173,67504,Land of Silence and Darkness,75,8,"2,011","[(Werner Herzog, 6818, Director, Screenplay)]","[(Fini Straubinger, 234424, ), (Heinrich Fleischmann, 1464012, ), (Vladimir Kokol, 1464013, ), (M. Baaske, 1464014, ), (Resi Mittermeier, 1464015, )]",German,1h25m,"[Documentary, Foreign]",-,-
7174,67508,The Baader Meinhof Complex,71,7.4,"31,840","[(Uli Edel, 15868, Director, Screenplay), (Stefan Aust, 53022, Novel), (Bernd Eichinger, 673, Screenplay)]","[(Martina Gedeck, 678, Ulrike Meinhof), (Moritz Bleibtreu, 677, Andreas Baader), (Johanna Wokalek, 22687, Gudrun Ensslin), (Nadja Uhl, 5511, Brigitte Mohnhaupt), (Stipe Erceg, 3933, Holger Meins)]",German,2h30m,"[Action, Crime, Drama, History, Thriller]","$27,000,000.00 ","$476,270,"
7175,67665,Anvil! The Story of Anvil,77,8,"14,092","[(Sacha Gervasi, 8686, Director, Screenplay)]","[(Steve 'Lips' Kudlow, 103207, Himself - Lead Guitar), (Robb Reiner, 103209, Himself - Drummer), (Kevin Goocher, 103210, Himself), (Glenn Gyorffy, 103214, Himself), (William Howell, 103215, Himself)]",English,1h30m,"[Documentary, Music]",-,"$666,659,"
7176,67695,Observe and Report,56,5.8,"54,700","[(Jody Hill, 54710, Director, Writer)]","[(Seth Rogen, 19274, Ronnie Barnhardt), (Anna Faris, 1772, Brandi), (Michael PeÃ±a, 454, Dennis), (Ray Liotta, 11477, Detective Harrison), (Collette Wolfe, 86624, Nell)]",English,1h26m,"[Comedy, Crime, Drama]","$18,000,000 ","$24,007,324.00 "
